"id","created_at","updated_at","name","start_date","end_date","cme_provider","venue","lat","lng","description","instructors","cme_credit","self_assessment_module","crawl_url","cme_course_webpage_url","background_image","price","event_type","is_edited","need_map_data","status","medical_field","points","event_remark","destination_id"
43,"2024-01-04 09:38:10.581","2024-01-05 03:34:02.809","New Years in Hawaii 2024: CME Update in  Sports Medicine, Chest, Wellness, and GI including Musculoskeletal MR and HRCT Imaging","2024-01-02 00:00:00.000","2024-01-05 00:00:00.000","DW Renner, Inc ›, William Renner M.D., 3517 Brookwood Meadow, Cincinnati, Ohio (OH)  45208, United States","Hilton Hawaii Village Waikiki Beach Resort, 2005 Kalia Road, Honolulu, Hawaii (HI), United States",21.283628,-157.8371,"Updated Christmas in Hawaii conferences
Christmas in Hawaii 2023: CME Update in Sports Medicine, Chest, Wellness, and GI including Musculoskeletal MR and HRCT Imaging
Dec 26-29, 2023
New Years in Hawaii 2024: CME Update in Sports Medicine, Chest, Wellness, and GI including Musculoskeletal MR and HRCT Imaging
Jan 2-5, 2024
Conference Center: You do not have to stay at the Hilton to attend the workshop.
Hilton Hawaii Village Waikiki Beach Resort
2005 Kalia Road
Honolulu, Hawaii 96815
Tuition: $795
Go to www.MSKMR.com to register
Due to COVID, all lectures and optional Live Question-and-Answer Sessions are online.
Join us for this fun and Interesting online workshop with Dr. Renner, with live question and answer sessions (optional). Dr. Renner provides a complete introductory workshop and the latest in updates in High Resolution Chest CT and Musculoskeletal MRI in this Online Workshop. Podcasts in Gastroenterology and Wellness are also provided by Dr. Renner and Dr. Safdi.
New and updated lectures!
Due to COVID, all lectures and optional Live Question-and-Answer Sessions are online. Downloadable copies of the Chest High Resolution CT Workbook (146-pages) and Musculoskeletal MR Workbook (174- pages) are included with the course. These workbooks are very popular with the residents and attendees of the course.
Online Lectures: New and Updated for 2023
Sports Medicine and Musculoskeletal MR Lectures
Diagnosing Labral Tears
SLAP and Posterior Tears
Problems in Rotator Cuff Tears
Biceps Tendon and Rotator Interval
Scaphoid Fracture, AVN and non-union
TFCC Tears
Wrist ligament injuries
Problems in the ACL & PCL
Meniscal Tears and Tear Look-a-likes
Posterior Lateral Corner Injuries
Medial Knee Injuries
MR of Lumbar Spine
Tendons and Spring Ligament
Hip Injuries
Hip Labral tears
HRCT Lectures Online: Case-based lectures in Chest Disease and HRCT:
Approach to Diffuse Lung Disease
Micro-Anatomy of Secondary Pulmonary Lobule
Key Patterns in Diffuse Lung Disease
Reticular Pattern
Ground Glass
Cystic Pattern
Emphysema
Nodules
Silicosis
Covid-19 and Viral Infections
Tree-in-Bud Pattern
Putting it all together and using the algorithm to make a differential diagnosis
Endorsement from 2021 HRCT Workshop
“I am glad that I decided to attend your HRCT workshop. It was excellent experience for me to attend your course for the first time. The content and the delivery style were fantastic. The opportunity to revisit the lecture is a bonus. The handbook will be very useful for a quick check during reporting sessions. I really appreciate your patience and passion for teaching. Thanks again.” HS, MD. Radiologist.
You will receive 1 hour of CME credit for each hour of watching the online lectures, listening to podcasts, or reading the workbooks, up to 25 hours (see list of study materials below). There is a daily live optional online Zoom Question and Answers Session with me.
“Musculoskeletal MR Workbook” - 174-pages of MSK MR Anatomy and pathology… downloadable copy included
Dr Renner’s highly praised Chest High Resolution CT Workbook…146 pages downloadable copy included
You have 4 weeks after the course is over to complete the course and received CME credit. You have to submit a log of your activities to receive CME credit.
You can also receive CME credit for listening to any of the 100 Wellness Podcasts on the Internet by Dr. Alan Safdi and Dr. Renner on Gastroenterology and Science-based topics on nutrition, longevity, dementia, and healthy diet.
There is a daily live online Zoom Question and Answers Session with Dr. Renner (optional).
Meeting Schedule: Self-Study: Workbooks/DVD 10am-Noon, 1pm-5pm
Day 1 9am Internet Live Question and Answer Sessions by Dr. Renner
Self-Study: Workbooks/Internet lectures and Podcasts 10am-Noon, 1pm-5pm
Day 2 9am Internet Live Question and Answer Sessions by Dr. Renner
Self-Study: Workbooks/Internet lectures and Podcasts 10am-Noon, 1pm-5pm
Day 3 9am Internet Live Question and Answer Sessions by Dr. Renner
Self-Study: Workbooks/Internet lectures and Podcasts 10am-Noon, 1pm-5pm
Day 4 9am Internet Live Question and Answer Sessions by Dr. Renner
Self-Study: Workbooks/Internet lectures and Podcasts 10am-Noon, 1pm-5pm
This activity is certified by the American Academy of Family
Physicians for up to 25 AAFP Prescribed hours. AAFP Prescribed credit is accepted as equivalent to AMA PRA Category 1 Credit™ toward the AMA Physician’s Recognition Award (PRA).
Visit the CME Course Webpage ›","William Renner, M.D.",Physicians:  25 Hours,No,http://www.radlist.com//PubCMEDetails.aspx?id=24634,http://www.MSKMR.com,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",6

57,"2024-01-04 09:38:12.474","2024-01-05 03:33:42.859",Breast Imaging CME: Hot Topics Part II,"2021-03-12 00:00:00.000","2024-03-11 00:00:00.000","Efficiency Learning Systems Inc ›, Christy Terry, PO BOX 45024, TAMPA, Florida (FL)  33677, United States","",,,"Experts balance case and didactic presentations and share practical workflows and images at the workstation.
Presentations integrate multimodality practice of Digital Breast Tomosynthesis, Ultrasound, and MRI, with practical details for improving biopsies and patient interactions: help with challenges you face every day with the team you lead. A true luminary in Artificial Intelligence sifts practical reality from hype. Emergent responsibilities of physicians for facility performance warrant a special segment.
This activity also satisfies the requirement of at least 8 hours (Category 1 credit hours) of Full Field Digital Mammography.
Visit the CME Course Webpage ›
View the Course Brochure ›","Steven Poplack MD, FACR, FSBI
Haydee Ojeda-Fournier, MD
Steven Harms MD
Kathleen Gundry, MD
Mohammad Eghtedari, MD
Regina Barzilay, Ph.D.
Fabiola Vazquez, R.T. (R) (M)",Physicians:  Credit Available,Yes,http://www.radlist.com//PubCMEDetails.aspx?id=24180,https://cme.effsystems.com/collections/topic-collections/products/hot-topics-2nd-breast-imaging-mri-tomosynthesis-and-ultrasound,"","",Courses,false,false,ACCEPTED,Radiology,,"",

26,"2024-01-04 09:38:10.274","2024-01-05 03:34:02.678",Duke Radiology in the Blue Ridge Mountains,"2023-10-16 00:00:00.000","2023-10-19 00:00:00.000","Duke University Department of Radiology ›, Debbie Griffin, Room 1531B Duke University Hospital, 2301 Erwin Road, Durham, North Carolina (NC)  27710, United States","Grove Park Inn Resort and Spa, 290 Macon Avenue, Asheville, North Carolina (NC), United States",35.620605,-82.54248,"This course has been designed for the radiologist performing a combination of cardiothoracic, musculoskeletal,
abdominal, pediatric and neuroradiology imaging as well as vascular/interventional radiology.
Visit the CME Course Webpage ›","Joseph Cao, MD
Assistant Professor
Nicholas Befera, MD
Assistant Professor
Kevin Kalisz, MD
Assistant Professor
Lynne Hurwitz Koweek, MD
Professor
Michael Malinzak, MD, PhD
Assistant Professor
Emily Vinson, MD
Associate Professor","Physicians:  20 Hours
Physician Assistants:  20 Hours",No,http://www.radlist.com//PubCMEDetails.aspx?id=24684,https://radiology.duke.edu/education/continuing-medical-education/duke-radiology-blue-ridge-mountains-october-16-19-2023,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",8

58,"2024-01-04 09:38:12.475","2024-01-05 03:33:42.863",Breast MRI : Comprehensive 2nd Edition,"2023-01-12 00:00:00.000","2026-01-12 00:00:00.000","Efficiency Learning Systems Inc ›, Christy Lowry, PO Box 45027, Tampa, Florida (FL)  33677, United States","",,,"A concise program for the initial modality training requirement for MQSA. Includes expanded MRI case presentations with interpretation details.
Visit the CME Course Webpage ›","Sona A. Chikarmane, MD
Steven Harms, MD
Azadeh Elmi, MD
Steven Poplack, MD, FACR, FSBI
Haydee Ojeda-Fournier, MD
Rebecca Rakow-Penner, MD",Physicians:  Credit Available,No,http://www.radlist.com//PubCMEDetails.aspx?id=24646,https://cme.effsystems.com/products/breast-mri-comprehensive-2nd-edition/collection,"","",Courses,false,false,ACCEPTED,Radiology,,"",

31,"2024-01-04 09:38:10.411","2024-01-05 03:34:02.717",Mayo Clinic Advanced Body MRI,"2023-10-30 00:00:00.000","2023-11-03 00:00:00.000","Mayo Clinic Department of Radiology ›, CME Office, 200 1st Street SW, Mayo 2-48W, Rochester, Minnesota (MN)  55905, United States","The Ritz-Carlton, Orlando, 4012 Central Florida Parkway, Orlando, Florida (FL), United States",28.405302,-81.42942,"Mayo Clinic Advanced Body MRI is intended to give radiologists the opportunity to expand their knowledge about Body MRI. The course will highlight state of the art MR techniques for musculoskeletal, abdominal, cardiovascular, and breast imaging, and include updates on some related topics such as PET/MRI, abdominal MRI protocols, cardiac MRI, and MR guided intervention for the prostate. The course is intended to be practical rather than theoretical in nature, and the faculty is composed mostly of practicing radiologists.
On completing the course, attendees should feel more comfortable implementing and interpreting some of these techniques in their practice. The course would be ideal for those looking to expand or offer new clinical MRI services or improve confidence in diagnosis with some of the newer MRI techniques and pulse sequences.
Attendance at this Mayo course does not indicate nor guarantee competence or proficiency in the performance of any procedures which may be discussed or taught in this course.
Visit the CME Course Webpage ›","Course Directors:
Kimberly K. Amrami, M.D.; Professor of Radiology
Consultant, Dept of Radiology; Div of Musculoskeletal Radiology
Mayo Clinic, Rochester, Minnesota
Richard L. Ehman, M.D.; Professor of Radiology
Consultant, Dept of Radiology; Div of Body Magnetic Resonance Imaging
Mayo Clinic, Rochester, Minnesota
Phillip M. Young, M.D.; Professor of Radiology
Consultant, Dept of Radiology; Div of Body MRI
Mayo Clinic, Rochester, Minnesota
Mayo Clinic Faculty:
Kimberly K. Amrami, M.D.; Professor of Radiology
Consultant, Dept of Radiology; Div of Musculoskeletal Radiology
Mayo Clinic, Rochester, Minnesota
Tara L. Anderson, M.D.; Assistant Professor of Radiology
Consultant, Dept of Radiology; Div of Breast Imaging
Mayo Clinic, Rochester, Minnesota
Francis Baffour, M.D.; Assistant Professor of Radiology
Consultant, Dept of Radiology; Div of Musculoskeletal Radiology
Mayo Clinic, Rochester, Minnesota
Andrew W. Bowman, M.D., Ph.D.; Associate Professor of Radiology
Consultant, Dept of Radiology; Chair, Div of Hospital and Emergency Radiology
Mayo Clinic, Jacksonville, Florida
Stephen S. Broski, M.D.; Associate Professor of Radiology
Consultant, Dept of Radiology; Div of Musculoskeletal Radiology
Mayo Clinic, Rochester, Minnesota
Eric C. Ehman, M.D.; Associate Professor of Radiology
Consultant, Dept of Radiology; Div of Musculoskeletal Radiology
Mayo Clinic, Rochester, Minnesota
Richard L. Ehman, M.D.; Professor of Radiology
Consultant, Dept of Radiology; Div of Body Magnetic Resonance Imaging
Mayo Clinic, Rochester, Minnesota
Joel G. Fletcher, M.D.; Professor of Radiology
Consultant, Dept of Radiology; Div of Abdominal Imaging
Mayo Clinic, Rochester, Minnesota
Kristina T. Flicek, M.D.; Associate Professor of Radiology
Senior Associate Consultant, Dept of Radiology; Div of Abdominal Imaging
Mayo Clinic, Rochester, Minnesota
Christopher Francois, M.D.; Professor of Radiology
Senior Associate Consultant, Dept of Radiology; Div of Cardiovascular Radiology
Mayo Clinic, Rochester, Minnesota
Matthew A. Frick, M.D.; Associate Professor of Radiology
Consultant, Dept of Radiology; Chair, Div of Musculoskeletal Radiology
Mayo Clinic, Rochester, Minnesota
Tara L. Henrichsen, M.D.; Assistant Professor of Radiology
Consultant, Dept of Radiology; Div of Breast Imaging
Mayo Clinic, Rochester, Minnesota
Gina K. Hesley, M.D.; Associate Professor of Radiology
Consultant, Dept of Radiology; Div of Ultrasonography
Mayo Clinic, Rochester, Minnesota
Adam M. Horst; Chief Financial Officer
Department of Mayo Foundation Finance
Mayo Clinic, Rochester, Minnesota
Kelly K. Horst, M.D.; Assistant Professor of Radiology
Senior Associate Consultant, Dept of Radiology; Div of Pediatric Radiology
Mayo Clinic, Rochester, Minnesota
B. Matthew Howe, M.D.; Professor of Radiology
Consultant, Dept of Radiology; Div of Musculoskeletal Radiology
Mayo Clinic, Rochester, Minnesota
Adam C. Johnson, M.D.; Assistant Professor of Radiology
Consultant, Dept of Radiology; Div of Musculoskeletal Radiology
Mayo Clinic, Rochester, Minnesota
Ashish Khandelwal, M.B.B.S., M.D.; Associate Professor of Radiology
Consultant, Dept of Radiology; Div of Hospital and Emergency Radiology
Mayo Clinic, Rochester, Minnesota
Tim Leiner, M.D., Ph.D.; Professor of Radiology
Senior Associate Consultant, Dept of Radiology; Div of Cardiovascular Radiology
Mayo Clinic, Rochester, Minnesota
Laurel A. Littrell, M.D.; Assistant Professor of Radiology
Consultant, Dept of Radiology; Div of Musculoskeletal Radiology
Mayo Clinic, Rochester, Minnesota
Joseph J. Maleszewski, M.D.; Professor of Laboratory Medicine and Pathology
Professor of Medicine; Dept of Anatomic Pathology; Div of Anatomic Pathology
Mayo Clinic, Rochester, Minnesota
Kiaran P. McGee, Ph.D.; Professor of Medical Physics; Assistant Professor of Biomedical Engineering
Consultant, Dept of Radiology; Div of Medical Physics
Mayo Clinic, Rochester, Minnesota
Jeffrey M. Payne, M.D.; Assistant Professor of Physical Medicine and Rehabilitation
Consultant, Dept of Physical Medicine and Rehabilitation; Div of Sports Medicine
Mayo Clinic, Rochester, Minnesota
Yasmeen K. Tandon, M.D.; Assistant Professor of Radiology
Consultant, Dept of Radiology; Div of Thoracic Radiology
Mayo Clinic, Rochester, Minnesota
Wendaline VanBuren, M.D.; Associate Professor of Radiology
Consultant, Dept of Radiology; Div of Ultrasonography
Mayo Clinic, Rochester, Minnesota
Sudhakar K. Venkatesh, M.D.; Professor of Radiology
Consultant, Dept of Radiology; Div of Abdominal Imaging
Mayo Clinic, Rochester, Minnesota
Robert E. Watson, Jr., M.D., Ph.D.; Professor of Radiology
Consultant, Dept of Radiology; Div of Neuroradiology
Mayo Clinic, Rochester, Minnesota
Christopher L. Welle, M.D.; Assistant Professor of Radiology
Consultant, Dept of Radiology; Div of Abdominal Imaging
Mayo Clinic, Rochester, Minnesota
Eric E. Williamson, M.D.; Professor of Radiology
Consultant, Dept of Radiology; Div of Cardiovascular Radiology
Mayo Clinic, Rochester, Minnesota
David A. Woodrum, M.D., Ph.D.; Associate Professor of Radiology
Consultant, Dept of Radiology; Div of Abdominal Imaging
Mayo Clinic, Rochester, Minnesota
Phillip M. Young, M.D.; Professor of Radiology
Consultant, Dept of Radiology; Chair, Div of Body MRI
Mayo Clinic, Rochester, Minnesota",Physicians:  24.5 Hours,No,http://www.radlist.com//PubCMEDetails.aspx?id=24642,https://radiologyeducation.mayo.edu/store/mayo-clinic-advanced-body-mri,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",10

32,"2024-01-04 09:38:10.412","2024-01-05 03:34:02.718",Duke Radiology in the Islands,"2024-01-14 00:00:00.000","2024-01-17 00:00:00.000","Duke University Department of Radiology ›, Debbie Griffin, Room 1531B Duke University Hospital, 2301 Erwin Road, Durham, North Carolina (NC)  27710, United States","The Ritz-Carlton Turks & Caicos, Grace Bay Road, Grace Bay, Turks and Caicos",38.904446,-77.049164,"This course has been designed for the
radiologist interested in gaining a greater
knowledge of advances in Diagnostic
Radiology. Experts from multiple
subspecialties will update the participants
on the latest approach to diagnosing and
treating various disease processes.
Visit the CME Course Webpage ›
View the Course Brochure ›","Mustafa Bashir, MD
Professor
Jared Christensen, MD MBA
Professor
Olga James, MD
Assistant Professor
Karen Johnson, MD
Associate Professor
Nicholas Said, MD MBA
Assistant Professor","Physicians:  20 Hours
Physician Assistants:  20 Hours",No,http://www.radlist.com//PubCMEDetails.aspx?id=24686,https://radiology.duke.edu/education/continuing-medical-education/duke-radiology-islands-january-14-17-2024,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",11

15,"2024-01-04 09:38:03.406","2024-01-05 03:34:02.749","ISMRM Workshop on  MR Imaging of X-Nuclei (23Na & Friends): From Controversies to Potential Clinical Applications, Part II","2023-03-27 00:00:00.000","2023-03-30 00:00:00.000","International Society For Magnetic Resonance In Medicine ›, Liz Tharpe, 2300 Clayton Road, Suite 620, Concord, California (CA)  94520, United States","The Palais du Pharo, 58 Bd Charles Livon, Marseille, France",43.293644,5.358709,"This workshop will cover the latest technical advances and potential clinical applications in x-nuclei imaging (i.e., there is more to MRI than hydrogen, 1H) using 23Na (sodium) as an example.
Visit the CME Course Webpage ›","Guillaume N. Madelin, Ph.D.
Christine R. Rose, Ph.D.
Jeanine J. Prompers, Ph.D.
Christian Beaulieu, Ph.D.
Christoph Kopp, M.D.","Physicians:  Credit Available
Radiologic Technologists:  Credit Available",No,http://www.radlist.com//PubCMEDetails.aspx?id=24557,https://www.ismrm.org/workshops/2023/xNuclei/,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",15

37,"2024-01-04 09:38:10.501","2024-01-05 03:34:02.758",Radiology: A Synergy of Technology and Patient Care,"2023-07-14 00:00:00.000","2023-07-16 00:00:00.000","Florida Radiological Society ›, Lorraine Roger, 5620 W. Sligh Avenue, Tampa, Florida (FL)  33634, United States","The Ritz-Carlton, Sarasota, 1111 Ritz-Carlton Drive, Sarasota, Florida (FL), United States",27.337786,-82.54903,"The 2023 Annual meeting of the FRS & FRBMA will focus on strategic planning for leadership and collaboration across healthcare systems and industry to help radiologists deliver optimal patient care. This year’s theme is “Radiology: A Synergy of Technology and Patient Care.” Friday evening exhibitors and members come together for the popular Wine and Cheese Reception in the Exhibit Hall. We are always very grateful for the exhibitors’ support of the FRS and the FRBMA and appreciate the opportunity to thank them personally. There are additional opportunities to interact with the exhibitors on Saturday as the breakfast and coffee break will be held in the Exhibit Hall, and lunch with the exhibitors allows for continued discussion and interaction.
The FRBMA Session begins on Friday afternoon with Dr. Richard L. Duszak, MD, FACR, FSIR, FRBMA (“Radiology Management Keynote Address”), Dr. Lawrence R. Muroff, MD, FACR (“Good to Great: Applying Corporate Principles to Radiology Practices”), Ted Burnes, MPA (“Legislative Initiatives Affecting the Practice of Radiology and Patient Care”) and David Verinder, CEO of Sarasota Memorial Healthcare System (“Where will Florida hospitals position themselves over the next 5 years with the elimination of hospital Certificate of Need”). The FRBMA joins the FRS Diagnostic General Session on Saturday morning with an outstanding lineup of nationally recognized speakers featuring Dr. Frank J. Lexa, MD, MBA, FACR (“Venture Capital and Private Equity Models in Health care: the Good, the Bad and the Ugly” for The Steven G. Miles, MD, FACR, Radiology Keynote Socioeconomic Address), Jacqueline Bello, MD, FACR, Chair of the ACR Board of Chancellors (“ACR Update”), Rich Duszak, MD, FACR, FSIR, FRBMA (“Radiology Workforce Planning: Goldilock’s Lessons in Subspecialization” for The Philip S. Cook, MD, FACR, FSIR Strategic Issue Lecture) and Ron Howrigon from Fulcrum Strategies (“Value-Based Payment Models: the Present and the Future”).
Saturday afternoon will feature Dr. Frank J. Lexa, MD, MBA, FACR (“Leaders and Leadership: Both the Cause of and the Solution to Burnout in Radiology”) and Dr. Lori Deitte, MD, FACR, FAUR (“Leadership Journey from the FRS to National and Academic Leadership” during The Dr. Lawrence R. Muroff Radiology Leadership Lecture) followed by the resident poster symposium and breakout sessions for Radiation Oncology and the Resident and Fellow Section. The afternoon will conclude with Barbara Rubel (“What Happens When You Fail MIPs”) and Eliot L. Siegel, MD, FACR, FSIIM (“What You Need to Know about AI for Your Practice in 2023”).
The Gold Medal Reception and Cocktail Party, our marquee event, will be held early Saturday evening to honor the FRS, the FRBMA Above and Beyond Award, and The LaDonna Nichols Lifetime Achievement Award recipient. Other outstanding FRS and FRBMA members will be recognized for their contributions to the practice of radiology throughout the year. An early start time for this event allows attendees and exhibitors the opportunity to enjoy the rest of the evening on their own.
Sunday, begins with the Charles D. Williams, MD, FACR Legacy Lecture and Breakfast, presented by Tony Mancuso, MD , Chair of Radiology at University of Florida (“It’s Time to Modernize Radiology Education”) and the Clinical Keynote Lecture presented by John Kaufman, MD, MS, Chair of Dotter Department of Interventional Radiology at Oregon Health & Science University (“The Past Was Great, but the Future Looks Even Better: One Person’s View of IR”) followed by three clinical hot topic lectures given by junior faculty from programs around the state of Florida.
Visit the CME Course Webpage ›
View the Course Brochure ›",Please visit the Florida Radiological Society website for more information.,Physicians:  11 Hours,No,http://www.radlist.com//PubCMEDetails.aspx?id=24565,https://www.flrad.org/2023-annual-meeting-frs-frbma/,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",13

11,"2024-01-04 09:38:03.355","2024-01-05 03:34:02.803",Ultrasound Update Virtual Conference 2023,"2023-09-16 00:00:00.000","2023-09-16 00:00:00.000","University of California Davis ›, Carla Datanagan, Conferences and Event Services, 116 A Street, Davis, California (CA)  95616, United States","UC Davis Conference Center, 550 Alumni Lane, Davis, California (CA), United States",38.53445,-121.74726,"Welcoming any Radiologists and Gynecologist/Obstetricians as well as nurses, medical sonographers and other health-care team members that use or need to improve their ability to perform ultrasound scans. The Virtual Conference includes learning about the utility of an ultrasound in diagnosis for endometriosis, understand the newer O-RADS classification and much more. Receive 7 AMA PRA Category1 Credits.
Reminder: This is a Virtual Conference, there is no in-person conference.
For more information visit: https://ces-apps.ucdavis.edu/confreg/?confid=1269
Visit the CME Course Webpage ›","John P. McGahan, MD, FACR
Michael Larson, MD
Simran Sekhon, MD
Kourtney Spencer, BS, RVT
Sherzana Sunderji, MD
Priyanka Jha, MBBS
Aya Kamaya, MD
Anne Kennedy, MB, BCH, BAO
Lori Strachowski, MD","Physicians:  Credit Available
Physician Assistants:  Credit Available
Nurse Anesthetists:  Credit Available
Radiologic Technologists:  Credit Available
Nurses:  Credit Available",No,http://www.radlist.com//PubCMEDetails.aspx?id=24689,https://ces-apps.ucdavis.edu/confreg/?confid=1269,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",18

27,"2024-01-04 09:38:10.367","2024-01-05 03:34:02.685",Mayo Clinic Neuroradiology: Practice to Innovation,"2025-11-10 00:00:00.000","2025-11-14 00:00:00.000","Mayo Clinic Department of Radiology ›, CME Office, 200 1st Street SW, Mayo 2-48W, Rochester, Minnesota (MN)  55905, United States","Grand Hyatt Kauai Resort and Spa, 1571 Poipu Road, Koloa, Hawaii (HI), United States",21.876104,-159.43938,"Neuroradiology: Practice to Innovation is intended to provide a practical discussion and review of common diseases involving the brain, head/neck, and spine. It will also provide an overview of common imaging strategies, as well as an update in new trends, relevant techniques, and applications in diagnostic and/or therapeutic neuroradiology.
Visit the CME Course Webpage ›","Course Directors:
Christopher H. Hunt, M.D.
Felix E. Diehn, M.D.
Timothy J. Kaufmann, M.D.",Physicians:  Credit Available,No,http://www.radlist.com//PubCMEDetails.aspx?id=24356,https://radiologyeducation.mayo.edu/store/neuroradiology-practice-to-innovation-2025,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",12

41,"2024-01-04 09:38:10.571","2024-01-05 03:34:02.799",Digestive Disease Interventions Annual Meeting,"2023-11-09 00:00:00.000","2023-11-11 00:00:00.000","Direct Travel ›, Courtney Breeden, 301 N. Main Street, Suite 2602, Winston-Salem, North Carolina (NC)  27101, United States","JW Marriott Los Angeles L.A. LIVE, 900 W Olympic Blvd, Los Angeles, California (CA), United States",34.04513,-118.26671,"Digestive Disease Interventions (DDI) is the first and only forum in the US devoted to the assembly of interventional radiologists, gastroenterologists, oncologists, surgeons, and allied fields with a special interest in minimally invasive percutaneous therapies of the GI tract organs. Jointly-sponsored by the American Society of Digestive Disease Interventions and the Society of Interventional Radiology, the 8th Annual Meeting in Los Angeles, CA will assemble renowned experts from around the nation to speak on a range of topics including:
Interventional oncology
Hepatopancreatobiliary disorders
Portal hypertension
Gastrointestinal hemorrhage
Mesenteric ischemia
Obesity
Enteral nutrition
Gastrointestinal obstruction
A multidisciplinary perspective…
One of the key goals of this meeting is the inclusion of speakers from pertinent fields such as gastroenterology, oncology, surgical oncology, GI surgery, and hepatology, in order to provide an unbiased and comprehensive perspective of these topics that will enhance your understanding of the pathology and treatment of digestive diseases.
Visit the CME Course Webpage ›",Please visit the Direct Travel website for more information.,"Physicians:  Credit Available
Physician Assistants:  Credit Available
Nurses:  Credit Available",No,http://www.radlist.com//PubCMEDetails.aspx?id=24635,http://www.ddinterventions.org/,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",23

52,"2024-01-04 09:38:12.400","2024-01-05 03:33:42.649",Multi-Modality Screening of the Breast,"2021-11-17 00:00:00.000","2024-11-01 00:00:00.000","American Osteopathic College of Radiology ›, 119 East Second Street, Milan, Missouri (MO)  63556-4011, United States","",,,"This activity is geared toward breast radiologists, general radiologists and trainees. Be ready to review key concepts in breast imaging, refresh yourself on recent updates and delve into innovations that are changing how we practice breast imaging today. Lectures are provided by a distinguished faculty who specialize in breast imaging, breast surgical oncology, or breast pathology. This diverse faculty group from various organizations have a wealth of clinical and teaching experience. Don’t miss out on this information packed course and satisfy your MQSA requirements.
Visit the CME Course Webpage ›","Rifat Wahab, DO; Miriam David, MD; Brandy Griffith, DO; Amy Kerger, DO; Cherie Kuzmiak, DO, FACR, FSBI; Mary Mahoney, MD, FACR; Holly Marshall, MD; Amy Patel, MD; Chantal Reyna, MD, FACS, FSSO; Lauren Rosen, MD",Physicians:  20 Hours,Yes,http://www.radlist.com//PubCMEDetails.aspx?id=24213,http://aocr.mycrowdwisdom.com/diweb/catalog/item/id/8306097/q/t=52986&c=476,"","",Courses,false,false,ACCEPTED,Radiology,,"",

39,"2024-01-04 09:38:10.502","2024-01-05 03:34:02.764",Introduction to Musculoskeletal Ultrasound,"2023-08-14 00:00:00.000","2023-08-16 00:00:00.000","Gulfcoast Ultrasound Institute ›, 111 2nd Ave. NE, Suite 800, St. Petersburg, Florida (FL)  33701, United States","Gulfcoast Ultrasound Institute, 111 2nd Ave. NE, Suite 800, St. Petersburg, Florida (FL), United States",27.774633,-82.63347,"Introduction to Musculoskeletal Ultrasound Live Training Course provides participants a comprehensive introduction to musculoskeletal ultrasound. These courses are taught by leading musculoskeletal ultrasound experts that incorporates comprehensive lectures on upper and lower extremity applications for diagnostic and ultrasound guided injection/aspiration techniques. Live demonstrations are also included. Extensive hands-on scanning is provided for upper and lower extremity applications featuring a 3:1 participant to faculty hands-on scan ratio with live models and inanimate phantoms. An optional interventional human cadaver lab can also be added to this course. This is highly recommended for those interested in performing ultrasound-guided procedures/interventions such as joint aspirations and injections.
The Introduction to Musculoskeletal Ultrasound course can also be combined with the 2-day Advanced/interventional or Regenerative Medicine MSK program. The combined program offers a discounted tuition and enables the participant to further expand skills and knowledge while at the same time consolidate travel expenses.
Visit the CME Course Webpage ›","Jon Jacobson, MD, RMSK
Paul Lento, MD, CAQSM, RMSK
Ralf Thiele, MD, RhMSUS
Steven Soliman, DO, RMSK
Lori Green, BA, RDMS, RDCS, RVT
Kevin O'Donnell, DO","Physicians:  20 Hours
Physician Assistants:  20 Hours",No,http://www.radlist.com//PubCMEDetails.aspx?id=24578,https://www.gcus.com/ultrasound/live-course/introduction-to-musculoskeletal-ultrasound-course-2023-2,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",16

